element,type,nodes_0,nodes_1,nodes_2,nodes_3,material,dofs_per_node_0,dofs_per_node_1,dofs_per_node_2,global_dof_indices_0,global_dof_indices_1,global_dof_indices_2,global_dof_indices_3,global_dof_indices_4,global_dof_indices_5,global_dof_indices_6,global_dof_indices_7,global_dof_indices_8,global_dof_indices_9,global_dof_indices_10,global_dof_indices_11,global_dof_displacement_0,global_dof_displacement_1,global_dof_displacement_2,global_dof_displacement_3,global_dof_displacement_4,global_dof_displacement_5,global_dof_displacement_6,global_dof_displacement_7,global_dof_displacement_8,global_dof_displacement_9,global_dof_displacement_10,global_dof_displacement_11,calculation_frame,calculation_displacement_0,calculation_displacement_1,calculation_displacement_2,calculation_displacement_3,calculation_displacement_4,calculation_displacement_5,calculation_displacement_6,calculation_displacement_7,calculation_displacement_8,calculation_displacement_9,calculation_displacement_10,calculation_displacement_11,calculation_displacement_norm,strain_0,strain_1,strain_2,strain_3,strain_4,strain_5,stress_0,stress_1,stress_2,stress_3,stress_4,stress_5,principal_strain_0,principal_strain_1,principal_strain_2,principal_stress_0,principal_stress_1,principal_stress_2,strain_trace,stress_trace,hydrostatic_pressure,deviatoric_stress_0,deviatoric_stress_1,deviatoric_stress_2,deviatoric_stress_3,deviatoric_stress_4,deviatoric_stress_5,von_mises,integration_points,nodal_results,nodes_4,nodes_5,global_dof_indices_12,global_dof_indices_13,global_dof_indices_14,global_dof_indices_15,global_dof_indices_16,global_dof_indices_17,global_dof_displacement_12,global_dof_displacement_13,global_dof_displacement_14,global_dof_displacement_15,global_dof_displacement_16,global_dof_displacement_17,calculation_displacement_12,calculation_displacement_13,calculation_displacement_14,calculation_displacement_15,calculation_displacement_16,calculation_displacement_17,location,strain_energy,nodes_6,nodes_7,global_dof_indices_18,global_dof_indices_19,global_dof_indices_20,global_dof_indices_21,global_dof_indices_22,global_dof_indices_23,global_dof_displacement_18,global_dof_displacement_19,global_dof_displacement_20,global_dof_displacement_21,global_dof_displacement_22,global_dof_displacement_23,calculation_displacement_18,calculation_displacement_19,calculation_displacement_20,calculation_displacement_21,calculation_displacement_22,calculation_displacement_23
0,TET4,0,1,2,6,STEEL,UX,UY,UZ,0,1,2,3,4,5,6,7,8,18,19,20,-2.130509973693888e-08,9.60060482855402e-09,4.4151871379893806e-08,-2.552599536156673e-08,4.747862317415373e-09,1.2197148757357386e-08,-1.224752957273863e-07,3.488004239876079e-08,5.2088869380361044e-08,-2.2626923518079705e-08,1.3821500453181864e-08,2.1960778165605546e-07,global,-2.130509973693888e-08,9.60060482855402e-09,4.4151871379893806e-08,-2.552599536156673e-08,4.747862317415373e-09,1.2197148757357386e-08,-1.224752957273863e-07,3.488004239876079e-08,5.2088869380361044e-08,-2.2626923518079705e-08,1.3821500453181864e-08,2.1960778165605546e-07,2.667939481115587e-07,-1.321823781140825e-09,-4.852742511138648e-09,7.936998000467237e-09,-6.617444900424222e-24,-6.675285052329649e-09,7.428571428571425e-08,-3.410605131648481e-13,-570.3791794611872,1495.6558262597632,-5.344859342650333e-13,-539.1576388420102,5999.999999999997,-3.428894707756482e-08,-4.823520726037973e-09,4.0874899511790546e-08,-5325.458378653109,-565.6587372526155,6816.3937627043,1.7624317081877644e-09,925.2766467985757,-308.4255489328586,-308.42554893285893,-878.8047283940457,1187.2302773269046,-5.344859342650333e-13,-539.1576388420102,5999.999999999997,10596.578814904882,"[{""index"": 0, ""location"": ""centroid"", ""barycentric"": [0.25, 0.25, 0.25, 0.25], ""coordinates"": [0.25, 0.25, 0.25], ""weight"": 0.16666666666666666, ""strain"": [-1.321823781140825e-09, -4.852742511138648e-09, 7.936998000467237e-09, -6.617444900424222e-24, -6.675285052329649e-09, 7.428571428571425e-08], ""stress"": [-3.410605131648481e-13, -570.3791794611872, 1495.6558262597632, -5.344859342650333e-13, -539.1576388420102, 5999.999999999997], ""principal_strain"": [-3.428894707756482e-08, -4.823520726037973e-09, 4.0874899511790546e-08], ""principal_stress"": [-5325.458378653109, -565.6587372526155, 6816.3937627043], ""strain_trace"": 1.7624317081877644e-09, ""stress_trace"": 925.2766467985757, ""hydrostatic_pressure"": -308.4255489328586, ""deviatoric_stress"": [-308.42554893285893, -878.8047283940457, 1187.2302773269046, -5.344859342650333e-13, -539.1576388420102, 5999.999999999997], ""von_mises"": 10596.578814904882}]","[{""node"": 0, ""local_node"": 0, ""method"": ""constant_strain"", ""coordinates"": [0.0, 0.0, 0.0], ""strain"": [-1.321823781140825e-09, -4.852742511138648e-09, 7.936998000467237e-09, -6.617444900424222e-24, -6.675285052329649e-09, 7.428571428571425e-08], ""stress"": [-3.410605131648481e-13, -570.3791794611872, 1495.6558262597632, -5.344859342650333e-13, -539.1576388420102, 5999.999999999997], ""principal_strain"": [-3.428894707756482e-08, -4.823520726037973e-09, 4.0874899511790546e-08], ""principal_stress"": [-5325.458378653109, -565.6587372526155, 6816.3937627043], ""strain_trace"": 1.7624317081877644e-09, ""stress_trace"": 925.2766467985757, ""hydrostatic_pressure"": -308.4255489328586, ""von_mises"": 10596.578814904882}, {""node"": 1, ""local_node"": 1, ""method"": ""constant_strain"", ""coordinates"": [0.0, 1.0, 0.0], ""strain"": [-1.321823781140825e-09, -4.852742511138648e-09, 7.936998000467237e-09, -6.617444900424222e-24, -6.675285052329649e-09, 7.428571428571425e-08], ""stress"": [-3.410605131648481e-13, -570.3791794611872, 1495.6558262597632, -5.344859342650333e-13, -539.1576388420102, 5999.999999999997], ""principal_strain"": [-3.428894707756482e-08, -4.823520726037973e-09, 4.0874899511790546e-08], ""principal_stress"": [-5325.458378653109, -565.6587372526155, 6816.3937627043], ""strain_trace"": 1.7624317081877644e-09, ""stress_trace"": 925.2766467985757, ""hydrostatic_pressure"": -308.4255489328586, ""von_mises"": 10596.578814904882}, {""node"": 2, ""local_node"": 2, ""method"": ""constant_strain"", ""coordinates"": [0.0, 0.0, 1.0], ""strain"": [-1.321823781140825e-09, -4.852742511138648e-09, 7.936998000467237e-09, -6.617444900424222e-24, -6.675285052329649e-09, 7.428571428571425e-08], ""stress"": [-3.410605131648481e-13, -570.3791794611872, 1495.6558262597632, -5.344859342650333e-13, -539.1576388420102, 5999.999999999997], ""principal_strain"": [-3.428894707756482e-08, -4.823520726037973e-09, 4.0874899511790546e-08], ""principal_stress"": [-5325.458378653109, -565.6587372526155, 6816.3937627043], ""strain_trace"": 1.7624317081877644e-09, ""stress_trace"": 925.2766467985757, ""hydrostatic_pressure"": -308.4255489328586, ""von_mises"": 10596.578814904882}, {""node"": 6, ""local_node"": 3, ""method"": ""constant_strain"", ""coordinates"": [1.0, 0.0, 0.0], ""strain"": [-1.321823781140825e-09, -4.852742511138648e-09, 7.936998000467237e-09, -6.617444900424222e-24, -6.675285052329649e-09, 7.428571428571425e-08], ""stress"": [-3.410605131648481e-13, -570.3791794611872, 1495.6558262597632, -5.344859342650333e-13, -539.1576388420102, 5999.999999999997], ""principal_strain"": [-3.428894707756482e-08, -4.823520726037973e-09, 4.0874899511790546e-08], ""principal_stress"": [-5325.458378653109, -565.6587372526155, 6816.3937627043], ""strain_trace"": 1.7624317081877644e-09, ""stress_trace"": 925.2766467985757, ""hydrostatic_pressure"": -308.4255489328586, ""von_mises"": 10596.578814904882}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,WEDGE6,0,2,1,3,STEEL,UX,UY,UZ,0,1,2,6,7,8,3,4,5,9,10,11,-2.130509973693888e-08,9.60060482855402e-09,4.4151871379893806e-08,-1.224752957273863e-07,3.488004239876079e-08,5.2088869380361044e-08,-2.552599536156673e-08,4.747862317415373e-09,1.2197148757357386e-08,-2.8735437453678747e-08,5.7929093668572785e-09,-2.3494921287290647e-08,global,-2.130509973693888e-08,9.60060482855402e-09,4.4151871379893806e-08,-1.224752957273863e-07,3.488004239876079e-08,5.2088869380361044e-08,-2.552599536156673e-08,4.747862317415373e-09,1.2197148757357386e-08,-2.8735437453678747e-08,5.7929093668572785e-09,-2.3494921287290647e-08,1.908568671725272e-07,-4.284130584969867e-09,8.370918119469866e-11,3.659550035924524e-11,4.439384220276503e-09,2.2250950174432127e-09,-2.4761904761904772e-08,-1196.5153866397534,-490.94127056701615,-498.55194208658935,358.5656485607945,179.7192129473364,-2000.0000000000011,-1.5076818059755737e-08,4.360113713731826e-10,1.047698078496663e-08,-2939.9495171820868,-434.0309167689535,1187.971834657681,-4.163825903415923e-09,-2186.0085992933587,728.6695330977863,-467.84585354196713,237.7282625307701,230.1175910111969,358.5656485607945,179.7192129473364,-2000.0000000000011,3602.100473647754,"[{""index"": 0, ""location"": ""gauss"", ""barycentric"": [0.16666666666666666, 0.16666666666666666, -0.5773502691896258], ""coordinates"": [-0.2113248654051871, 0.16666666666666666, 0.16666666666666666], ""weight"": 0.08333333333333333, ""strain"": [1.573103565885003e-09, -2.766352532215542e-09, 4.597895010502986e-09, 1.7739142141756157e-09, -2.9135418117301325e-09, -3.026265214291265e-08], ""stress"": [666.6026929177008, -34.38636908315641, 1155.22284935599, 143.27768652956897, -235.3245309474338, -2444.291134619868], ""principal_strain"": [-1.2132257367266213e-08, -2.8877777677101985e-09, 1.8424681179148853e-08], ""principal_stress"": [-1547.3402270528793, -54.00121481690901, 3388.780615060323], ""strain_trace"": 3.4046460441724466e-09, ""stress_trace"": 1787.4391731905343, ""hydrostatic_pressure"": -595.8130577301781, ""deviatoric_stress"": [70.78963518752266, -630.1994268133345, 559.409791625812, 143.27768652956897, -235.3245309474338, -2444.291134619868], ""von_mises"": 4384.523754157518, ""natural_coordinates"": [0.16666666666666666, 0.16666666666666666, -0.5773502691896258]}, {""index"": 1, ""location"": ""gauss"", ""barycentric"": [0.16666666666666666, 0.16666666666666666, 0.5773502691896258], ""coordinates"": [-0.788675134594813, 0.16666666666666666, 0.16666666666666666], ""weight"": 0.08333333333333333, ""strain"": [1.573103565885003e-09, 2.9337708946049392e-09, -4.524704009784495e-09, 5.34440923716124e-09, 7.363731846616557e-09, -1.354309288368193e-08], ""stress"": [251.9566114015065, 471.75671834857314, -733.07384312972, 431.6638230014848, 594.7629568421065, -1093.8651944512328], ""principal_strain"": [-1.044499636559262e-08, 4.440579296880245e-09, 5.9865875194178235e-09], ""principal_stress"": [-1689.4287621448784, 715.1642294853536, 964.904019279885], ""strain_trace"": -1.7829549294553067e-11, ""stress_trace"": -9.360513379640338, ""hydrostatic_pressure"": 3.1201711265467793, ""deviatoric_stress"": [255.0767825280533, 474.8768894751199, -729.9536720031732, 431.6638230014848, 594.7629568421065, -1093.8651944512328], ""von_mises"": 2538.692570256388, ""natural_coordinates"": [0.16666666666666666, 0.16666666666666666, 0.5773502691896258]}, {""index"": 2, ""location"": ""gauss"", ""barycentric"": [0.6666666666666666, 0.16666666666666666, -0.5773502691896258], ""coordinates"": [-0.21132486540518708, 0.16666666666666666, 0.6666666666666666], ""weight"": 0.08333333333333333, ""strain"": [-1.2906459492688143e-08, -2.766352532215542e-09, 4.597895010502986e-09, 9.351033390333183e-09, -2.9135418117301325e-09, -2.236224964280467e-08], ""stress"": [-3426.65840248663, -1788.6411242564413, -599.0319058172947, 755.2757738346033, -235.3245309474338, -1806.1817019188388], ""principal_strain"": [-1.9148168568630533e-08, -2.8237447251374016e-09, 1.0896996279367239e-08], ""principal_stress"": [-4434.934483985016, -1797.9121708053565, 418.515222230008], ""strain_trace"": -1.10749170144007e-08, ""stress_trace"": -5814.331432560366, ""hydrostatic_pressure"": 1938.110477520122, ""deviatoric_stress"": [-1488.5479249665082, 149.46935326368066, 1339.0785717028273, 755.2757738346033, -235.3245309474338, -1806.1817019188388], ""von_mises"": 4208.468315169051, ""natural_coordinates"": [0.6666666666666666, 0.16666666666666666, -0.5773502691896258]}, {""index"": 3, ""location"": ""gauss"", ""barycentric"": [0.6666666666666666, 0.16666666666666666, 0.5773502691896258], ""coordinates"": [-0.7886751345948129, 0.16666666666666666, 0.6666666666666666], ""weight"": 0.08333333333333333, ""strain"": [-1.2906459492688143e-08, 2.9337708946049392e-09, -4.524704009784495e-09, 1.2921528413318809e-08, 7.363731846616557e-09, -5.642690383573937e-09], ""stress"": [-3841.3044840028247, -1282.4980368247118, -2487.3285983030046, 1043.6619103065193, 594.7629568421065, -455.7557617502026], ""principal_strain"": [-1.6504222484034408e-08, -3.883752482883784e-09, 5.890582359050495e-09], ""principal_stress"": [-4422.4815826049135, -2383.7902747267367, -804.8592617988909], ""strain_trace"": -1.4497392607867699e-08, ""stress_trace"": -7611.131119130541, ""hydrostatic_pressure"": 2537.0437063768472, ""deviatoric_stress"": [-1304.2607776259774, 1254.5456695521355, 49.71510807384266, 1043.6619103065193, 594.7629568421065, -455.7557617502026], ""von_mises"": 3141.375228176136, ""natural_coordinates"": [0.6666666666666666, 0.16666666666666666, 0.5773502691896258]}, {""index"": 4, ""location"": ""gauss"", ""barycentric"": [0.16666666666666666, 0.6666666666666666, -0.5773502691896258], ""coordinates"": [-0.21132486540518708, 0.6666666666666666, 0.16666666666666666], ""weight"": 0.08333333333333333, ""strain"": [-1.5190358281064566e-09, -2.766352532215542e-09, 4.597895010502986e-09, -3.16253747815773e-09, -2.9135418117301325e-09, -4.6740151388843086e-08], ""stress"": [-207.52132807603874, -409.01094950904474, 780.5982689301018, -255.4357193896628, -235.3245309474338, -3775.1660737142497], ""principal_strain"": [-2.226684166764173e-08, -2.529536240877732e-09, 2.5108884558700457e-08], ""principal_stress"": [-3559.089963693276, -370.75601013909034, 4093.911965177385], ""strain_trace"": 3.1250665018098707e-10, ""stress_trace"": 164.06599134501835, ""hydrostatic_pressure"": -54.68866378167278, ""deviatoric_stress"": [-262.20999185771154, -463.69961329071754, 725.909605148429, -255.4357193896628, -235.3245309474338, -3775.1660737142497], ""von_mises"": 6658.347094155615, ""natural_coordinates"": [0.16666666666666666, 0.6666666666666666, -0.5773502691896258]}, {""index"": 5, ""location"": ""gauss"", ""barycentric"": [0.16666666666666666, 0.6666666666666666, 0.5773502691896258], ""coordinates"": [-0.7886751345948129, 0.6666666666666666, 0.16666666666666666], ""weight"": 0.08333333333333333, ""strain"": [-1.5190358281064566e-09, 2.9337708946049392e-09, -4.524704009784495e-09, 4.07957544827896e-10, 7.363731846616557e-09, -3.002059212961236e-08], ""stress"": [-622.1674095922331, 97.13213792268482, -1107.6984235556083, 32.95041708225314, 594.7629568421065, -2424.7401335456143], ""principal_strain"": [-1.8493970983181268e-08, 2.7503327936974417e-09, 1.2633669246197807e-08], ""principal_stress"": [-3364.2723192581625, 67.4998293145511, 1664.0387947184556], ""strain_trace"": -3.1099689432860126e-09, ""stress_trace"": -1632.7336952251567, ""hydrostatic_pressure"": 544.2445650750523, ""deviatoric_stress"": [-77.9228445171808, 641.3767029977371, -563.453858480556, 32.95041708225314, 594.7629568421065, -2424.7401335456143], ""von_mises"": 4450.275800819155, ""natural_coordinates"": [0.16666666666666666, 0.6666666666666666, 0.5773502691896258]}]","[{""node"": 0, ""local_node"": 0, ""method"": ""volume_weighted_gauss_average"", ""coordinates"": [0.0, 0.0, 0.0], ""strain"": [-4.284130584969867e-09, 8.370918119469866e-11, 3.659550035924524e-11, 4.439384220276503e-09, 2.2250950174432127e-09, -2.4761904761904772e-08], ""stress"": [-1196.5153866397534, -490.94127056701615, -498.55194208658935, 358.5656485607945, 179.7192129473364, -2000.0000000000011], ""principal_strain"": [-1.5076818059755737e-08, 4.360113713731826e-10, 1.047698078496663e-08], ""principal_stress"": [-2939.9495171820868, -434.0309167689535, 1187.971834657681], ""strain_trace"": -4.163825903415923e-09, ""stress_trace"": -2186.0085992933587, ""hydrostatic_pressure"": 728.6695330977863, ""von_mises"": 3602.100473647754}, {""node"": 2, ""local_node"": 1, ""method"": ""volume_weighted_gauss_average"", ""coordinates"": [0.0, 0.0, 1.0], ""strain"": [-4.284130584969867e-09, 8.370918119469866e-11, 3.659550035924524e-11, 4.439384220276503e-09, 2.2250950174432127e-09, -2.4761904761904772e-08], ""stress"": [-1196.5153866397534, -490.94127056701615, -498.55194208658935, 358.5656485607945, 179.7192129473364, -2000.0000000000011], ""principal_strain"": [-1.5076818059755737e-08, 4.360113713731826e-10, 1.047698078496663e-08], ""principal_stress"": [-2939.9495171820868, -434.0309167689535, 1187.971834657681], ""strain_trace"": -4.163825903415923e-09, ""stress_trace"": -2186.0085992933587, ""hydrostatic_pressure"": 728.6695330977863, ""von_mises"": 3602.100473647754}, {""node"": 1, ""local_node"": 2, ""method"": ""volume_weighted_gauss_average"", ""coordinates"": [0.0, 1.0, 0.0], ""strain"": [-4.284130584969867e-09, 8.370918119469866e-11, 3.659550035924524e-11, 4.439384220276503e-09, 2.2250950174432127e-09, -2.4761904761904772e-08], ""stress"": [-1196.5153866397534, -490.94127056701615, -498.55194208658935, 358.5656485607945, 179.7192129473364, -2000.0000000000011], ""principal_strain"": [-1.5076818059755737e-08, 4.360113713731826e-10, 1.047698078496663e-08], ""principal_stress"": [-2939.9495171820868, -434.0309167689535, 1187.971834657681], ""strain_trace"": -4.163825903415923e-09, ""stress_trace"": -2186.0085992933587, ""hydrostatic_pressure"": 728.6695330977863, ""von_mises"": 3602.100473647754}, {""node"": 3, ""local_node"": 3, ""method"": ""volume_weighted_gauss_average"", ""coordinates"": [-1.0, 0.0, 0.0], ""strain"": [-4.284130584969867e-09, 8.370918119469866e-11, 3.659550035924524e-11, 4.439384220276503e-09, 2.2250950174432127e-09, -2.4761904761904772e-08], ""stress"": [-1196.5153866397534, -490.94127056701615, -498.55194208658935, 358.5656485607945, 179.7192129473364, -2000.0000000000011], ""principal_strain"": [-1.5076818059755737e-08, 4.360113713731826e-10, 1.047698078496663e-08], ""principal_stress"": [-2939.9495171820868, -434.0309167689535, 1187.971834657681], ""strain_trace"": -4.163825903415923e-09, ""stress_trace"": -2186.0085992933587, ""hydrostatic_pressure"": 728.6695330977863, ""von_mises"": 3602.100473647754}, {""node"": 5, ""local_node"": 4, ""method"": ""volume_weighted_gauss_average"", ""coordinates"": [-1.0, 0.0, 1.0], ""strain"": [-4.284130584969867e-09, 8.370918119469866e-11, 3.659550035924524e-11, 4.439384220276503e-09, 2.2250950174432127e-09, -2.4761904761904772e-08], ""stress"": [-1196.5153866397534, -490.94127056701615, -498.55194208658935, 358.5656485607945, 179.7192129473364, -2000.0000000000011], ""principal_strain"": [-1.5076818059755737e-08, 4.360113713731826e-10, 1.047698078496663e-08], ""principal_stress"": [-2939.9495171820868, -434.0309167689535, 1187.971834657681], ""strain_trace"": -4.163825903415923e-09, ""stress_trace"": -2186.0085992933587, ""hydrostatic_pressure"": 728.6695330977863, ""von_mises"": 3602.100473647754}, {""node"": 4, ""local_node"": 5, ""method"": ""volume_weighted_gauss_average"", ""coordinates"": [-1.0, 1.0, 0.0], ""strain"": [-4.284130584969867e-09, 8.370918119469866e-11, 3.659550035924524e-11, 4.439384220276503e-09, 2.2250950174432127e-09, -2.4761904761904772e-08], ""stress"": [-1196.5153866397534, -490.94127056701615, -498.55194208658935, 358.5656485607945, 179.7192129473364, -2000.0000000000011], ""principal_strain"": [-1.5076818059755737e-08, 4.360113713731826e-10, 1.047698078496663e-08], ""principal_stress"": [-2939.9495171820868, -434.0309167689535, 1187.971834657681], ""strain_trace"": -4.163825903415923e-09, ""stress_trace"": -2186.0085992933587, ""hydrostatic_pressure"": 728.6695330977863, ""von_mises"": 3602.100473647754}]",5,4,15,16,17,12,13,14,-1.0094650732697989e-07,1.5918108584748913e-08,-3.135872828703939e-08,-2.677205429032368e-08,1.0813070240385323e-08,-2.2494645417966204e-08,-1.0094650732697989e-07,1.5918108584748913e-08,-3.135872828703939e-08,-2.677205429032368e-08,1.0813070240385323e-08,-2.2494645417966204e-08,integration_average,2.2768227133742986e-05,,,,,,,,,,,,,,,,,,,,
